avx2;pack;32;33554432;4;128;51737053;188428997;538312704;36298752
avx2;pack;31;33554432;4;128;118074022;418454593;538506880;36564608
avx2;pack;30;33554432;4;128;115951932;411453251;538334592;36523200
avx2;pack;29;33554432;4;128;116212145;420149383;538376704;36535872
avx2;pack;28;33554432;4;128;112520328;406834961;538621248;36580608
avx2;pack;27;33554432;4;128;116081482;411772426;538403584;36542848
avx2;pack;26;33554432;4;128;114447665;407957252;538436224;36548800
avx2;pack;25;33554432;4;128;117410381;405822276;538552960;36598080
avx2;pack;24;33554432;4;128;108324349;373879319;538580672;36589376
avx2;pack;23;33554432;4;128;113764859;403216274;538522752;36571072
avx2;pack;22;33554432;4;128;113831846;394693592;538684224;36584320
avx2;pack;21;33554432;4;128;114220964;395421954;538467904;36550848
avx2;pack;20;33554432;4;128;110003423;382621834;538516544;36671808
avx2;pack;19;33554432;4;128;108771711;393939222;538412480;36529088
avx2;pack;18;33554432;4;128;112114734;387342904;538460672;36548224
avx2;pack;17;33554432;4;128;112178328;387137931;538376128;36539840
avx2;pack;16;33554432;4;128;55935574;203394255;538294208;36356864
avx2;pack;15;33554432;4;128;112979714;392208730;538543424;36581568
avx2;pack;14;33554432;4;128;106712662;377919059;538371200;36508480
avx2;pack;13;33554432;4;128;106518346;377810404;538555520;36555840
avx2;pack;12;33554432;4;128;100018173;362187909;538340608;36535744
avx2;pack;11;33554432;4;128;106369732;377243934;538331200;36531392
avx2;pack;10;33554432;4;128;106530947;377487340;538357888;36508736
avx2;pack;9;33554432;4;128;101534898;359409330;538687808;36834048
avx2;pack;8;33554432;4;128;69672639;245470061;538399680;36411456
avx2;pack;7;33554432;4;128;102635776;343949091;538291648;35689408
avx2;pack;6;33554432;4;128;100105870;354843288;538312000;36483072
avx2;pack;5;33554432;4;128;98969245;339634230;538322496;36515904
avx2;pack;4;33554432;4;128;71086194;257576087;538256384;36400320
avx2;pack;3;33554432;4;128;98629073;338203564;538525120;36500928
avx2;pack;2;33554432;4;128;94148042;340921991;538344960;36470528
avx2;pack;1;33554432;4;128;96788441;331659726;538291712;36503296
avx2;pack;32;33554432;4;256;63314706;211592481;538358656;36376896
avx2;pack;31;33554432;4;256;115128452;416855933;538359040;36531456
avx2;pack;30;33554432;4;256;112568577;406967602;538521984;36542080
avx2;pack;29;33554432;4;256;116197062;412663039;538401792;36593984
avx2;pack;28;33554432;4;256;111376583;394580935;538443328;36533760
avx2;pack;27;33554432;4;256;116785645;404239986;538429568;36584576
avx2;pack;26;33554432;4;256;113042610;403405555;539210112;36607360
avx2;pack;25;33554432;4;256;116337124;403058716;538393472;36506560
avx2;pack;24;33554432;4;256;107357143;369231220;538398656;36554688
avx2;pack;23;33554432;4;256;111990911;398625306;538578560;36590976
avx2;pack;22;33554432;4;256;112492756;387632458;538597952;36547712
avx2;pack;21;33554432;4;256;112847921;390986563;538807488;36577920
avx2;pack;20;33554432;4;256;105220017;381959425;538543744;36579712
avx2;pack;19;33554432;4;256;111263264;383508203;538534720;36571072
avx2;pack;18;33554432;4;256;108647870;383952864;538537344;36540032
avx2;pack;17;33554432;4;256;110926768;382503574;538578304;36570880
avx2;pack;16;33554432;4;256;56576849;197763028;538470656;36384000
avx2;pack;15;33554432;4;256;109361395;388460594;538585216;36559552
avx2;pack;14;33554432;4;256;108600044;375478604;538492352;36530304
avx2;pack;13;33554432;4;256;108222573;372751051;538397440;36529344
avx2;pack;12;33554432;4;256;100679532;356595344;538471168;36514048
avx2;pack;11;33554432;4;256;108801640;376493971;538490240;36545280
avx2;pack;10;33554432;4;256;104872155;379649002;538438464;36543104
avx2;pack;9;33554432;4;256;98965336;360897727;538473152;36517056
