avx2;unpack;32;4194304;4;256;2865261;19406562;496640;359168
avx2;unpack;31;4194304;4;256;6069650;22575926;2392960;1950464
avx2;unpack;30;4194304;4;256;3858815;22828564;1644032;1323328
avx2;unpack;29;4194304;4;256;5205403;22014477;1212544;1001600
avx2;unpack;28;4194304;4;256;3213255;20244900;923264;765056
avx2;unpack;27;4194304;4;256;6485466;21086236;761472;622528
avx2;unpack;26;4194304;4;256;3059396;19993738;593280;472832
avx2;unpack;25;4194304;4;256;3518549;19470800;470656;366336
avx2;unpack;24;4194304;4;256;2917304;19114667;375616;283008
avx2;unpack;23;4194304;4;256;3547757;18819819;462144;266304
avx2;unpack;22;4194304;4;256;2931430;19266483;273216;186496
avx2;unpack;21;4194304;4;256;2973234;19026841;248512;162560
avx2;unpack;20;4194304;4;256;2906179;19148279;210368;129216
avx2;unpack;19;4194304;4;256;2885764;18915792;189248;110400
avx2;unpack;18;4194304;4;256;2659377;18416816;155264;82368
avx2;unpack;17;4194304;4;256;2916768;19174128;182912;97984
avx2;unpack;16;4194304;4;256;1772388;15058775;158016;79040
avx2;unpack;15;4194304;4;256;2324787;17071616;146304;68032
avx2;unpack;14;4194304;4;256;2763070;17005096;134848;61952
avx2;unpack;13;4194304;4;256;2278842;17023265;146752;64768
avx2;unpack;12;4194304;4;256;2307463;16982742;145792;64064
avx2;unpack;11;4194304;4;256;2308648;17315403;130432;57472
avx2;unpack;10;4194304;4;256;1933131;17472903;2690752;2626240
avx2;unpack;9;4194304;4;256;2251885;16773218;123776;51392
avx2;unpack;8;4194304;4;256;1298554;13238798;127680;48960
avx2;unpack;7;4194304;4;256;1695043;14888105;123264;49280
avx2;unpack;6;4194304;4;256;1626142;14471953;128192;51520
avx2;unpack;5;4194304;4;256;1633504;15047945;133312;51648
avx2;unpack;4;4194304;4;256;1440394;13551577;131264;48960
avx2;unpack;3;4194304;4;256;1705371;15225978;116544;42752
avx2;unpack;2;4194304;4;256;1388528;13705298;126592;50368
avx2;unpack;1;4194304;4;256;1374374;13654532;119424;46912
avx2;unpack;32;4194304;4;512;3138309;18038386;440064;361408
avx2;unpack;31;4194304;4;512;5845324;22717023;3674432;2876736
avx2;unpack;30;4194304;4;512;3784019;22883736;1694464;1346048
avx2;unpack;29;4194304;4;512;3666789;22337637;1182336;931456
avx2;unpack;28;4194304;4;512;3143780;19882025;892736;707456
avx2;unpack;27;4194304;4;512;3793827;21216212;649664;504000
avx2;unpack;26;4194304;4;512;2983004;19447965;447488;326400
avx2;unpack;25;4194304;4;512;3360311;19123656;352192;253696
avx2;unpack;24;4194304;4;512;2841006;18815400;293888;198464
avx2;unpack;23;4194304;4;512;3189336;18634569;232576;147456
